id,nome,unidadeprincipal,id_municipio,ano
44552840000132,FUNDO MUNICIPAL DOS DIREITOS DA PESSOA IDOSA,0,1702307,2024
44384573000131,FUNDO MUNICIPAL DOS DIREITOS DA CRIANCA E DO ADOLESCENTE DO MUNICIPIO DE ARAPOEMA,0,1702307,2024
01125780000169,PREFEITURA MUNICIPAL,1,1702406,2024
01892444000141,CÂMARA MUNICIPAL,0,1702406,2024
12136401000152,FUNDO MUNICIPAL DE SAÚDE,0,1702406,2024
17043544000133,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,0,1702406,2024
31781951000179,FUNDO MUNICIPAL DE PREVIDÊNCIA SOCIAL,0,1702406,2024
06070364000124,SECRETARIA MUNICIPAL DE EDUCAÇÃO,0,1702406,2024
18204623000141,CONSELHO MUNICIPAL DOS DIREITOS DA CRIANCA E DO ADOLESCENTE,0,1702406,2024
00237206000130,PREFEITURA MUNICIPAL,1,1702554,2024
25065699000107,CÂMARA MUNICIPAL,0,1702554,2024
11421097000122,FUNDO MUNICIPAL DE SAÚDE,0,1702554,2024
14587634000105,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,0,1702554,2024
22035542000132,FUNDO MUNICIPAL DE MEIO AMBIENTE,0,1702554,2024
33338353000155,FUNDO MUNICIPAL DE EDUCAÇÃO FME,0,1702554,2024
22524256000130,FUNDO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE,0,1702554,2024
01067107000110,PREFEITURA MUNICIPAL,1,1702703,2024
04898619000116,CÂMARA MUNICIPAL,0,1702703,2024
13321783000157,FUNDO MUNICIPAL DE SAÚDE,0,1702703,2024
16839076000145,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,0,1702703,2024
31402262000106,FUNDO MUNICIPAL DE EDUCAÇÃO,0,1702703,2024
00766725000195,PREFEITURA MUNICIPAL,1,1702901,2024
25065491000180,CÂMARA MUNICIPAL,0,1702901,2024
11326203000199,FUNDO MUNICIPAL DE SAÚDE,0,1702901,2024
20654049000175,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,0,1702901,2024
31106911000121,FUNDO MUNICIPAL DE EDUCAÇÃO,0,1702901,2024
02401248000190,PREFEITURA MUNICIPAL,1,1703008,2024
13076026000165,FUNDO MUNICIPAL DE SAÚDE,0,1703008,2024
25062381000164,CÂMARA MUNICIPAL,0,1703008,2024
17774702000125,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,0,1703008,2024
31165662000145,FUNDO MUNICIPAL DE EDUCAÇÃO,0,1703008,2024
01612819000172,PREFEITURA MUNICIPAL,1,1703057,2024
04400037000168,CÂMARA MUNICIPAL,0,1703057,2024
12743104000175,FUNDO MUNICIPAL DE SAÚDE,0,1703057,2024
13017241000195,FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL,0,1703057,2024
31447670000184,FUNDO MUNICIPAL DE EDUCACAO,0,1703057,2024
01612818000128,PREFEITURA MUNICIPAL,1,1703073,2024
03079143000129,CÂMARA MUNICIPAL,0,1703073,2024
12159734000105,FUNDO MUNICIPAL DE SAÚDE,0,1703073,2024
12019385000118,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,0,1703073,2024
06098889000178,FUNDO MUNICIPAL DE EDUCACAO,0,1703073,2024
02578032000102,CÂMARA MUNICIPAL,0,1703107,2024
11391015000144,FUNDO MUNICIPAL DE SAÚDE,0,1703107,2024
24851453000190,PREFEITURA MUNICIPAL,1,1703107,2024
12912027000130,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,0,1703107,2024
30713414000129,FUNDO MUNICIPAL DE EDUCACAO,0,1703107,2024
07168066000134,CÂMARA MUNICIPAL,0,1703206,2024
11408686000170,FUNDO MUNICIPAL DE SAÚDE,0,1703206,2024
25086596000115,PREFEITURA MUNICIPAL,1,1703206,2024
29001517000187,FUNDO MUNICIPAL DE DESENVOLVIMENTO DA EDUCACAO,0,1703206,2024
13055273000185,FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL,0,1703206,2024
04559509000120,CÂMARA MUNICIPAL,0,1703305,2024
12502305000180,FUNDO MUNICIPAL DE SAÚDE,0,1703305,2024
37420775000126,PREFEITURA MUNICIPAL,1,1703305,2024
14995109000110,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,0,1703305,2024
21951159000161,FUNDO MUNICIPAL INFANCIA E ADOLESCENCIA,0,1703305,2024
31466854000191,SECRETARIA MUNICIPAL DE EDUCAÇÃO CULTURA ESPORTE E LAZER,0,1703305,2024
11299205000136,FUNDO MUNICIPAL DE SAÚDE,0,1703602,2024
37420718000147,PREFEITURA MUNICIPAL,1,1703602,2024
37580438000104,CÂMARA MUNICIPAL,0,1703602,2024
14538744000179,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,0,1703602,2024
30793166000173,FUNDO MUNICIPAL DE EDUCACAO FME,0,1703602,2024
11608295000108,FUNDO MUNICIPAL DE SAÚDE,0,1703701,2024
25042581000155,CÂMARA MUNICIPAL,0,1703701,2024
14821440000114,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,0,1703701,2024
29525079000156,SECRETARIA MUNICIPAL DE MEIO AMBIENTE TURISMO LAZER E DESENVOLVIMENTO SUSTENTÁVEL,0,1703701,2024
29525069000110,SECRETARIA MUNICIPAL DE EDUCACAO CULTURA JUVENTUDE E DESPORTO,0,1703701,2024
29525140000165,SECRETARIA MUNICIPAL DE INFRAESTRUTURA E SANEAMENTO,0,1703701,2024
29525118000115,SECRETARIA MUNICIPAL DA CIDADE HABITACÃO E DESENVOLVIMENTO URBANO,0,1703701,2024
29525125000117,SECRETARIA MUNICIPAL DE FINANCAS,1,1703701,2024
29525092000105,SECRETARIA MUNICIPAL DE AGRICULTURA PECUÁRIA E DESENVOLVIMENTO RURAL,0,1703701,2024
30465693000159,SECRETARIA MUNICIPAL DA JUVENTUDE CULTURA E ESPORTE,0,1703701,2024
30101686000178,SECRETARIA MUNICIPAL DE ADMINISTRACAO E PLANEJAMENTO,0,1703701,2024
00612924000149,CÂMARA MUNICIPAL,0,1703800,2024
25061722000187,PREFEITURA MUNICIPAL,1,1703800,2024
11204812000175,FUNDO MUNICIPAL DE SAÚDE,0,1703800,2024
14739198000134,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,0,1703800,2024
06080583000194,FUNDO MUNICIPAL DE EDUCAÇÃO,0,1703800,2024
01006870000130,CÂMARA MUNICIPAL,0,1703826,2024
25064064000187,PREFEITURA MUNICIPAL,1,1703826,2024
11337082000180,FUNDO MUNICIPAL DE SAÚDE,0,1703826,2024
17544106000159,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,0,1703826,2024
29858497000165,FUNDO MUNICIPAL DE DESENVOLVIMENTO DA EDUCACAO,0,1703826,2024
19859988000177,FUNDO MUNICIPAL DE MEIO AMBIENTE,0,1703826,2024
25063959000105,PREFEITURA MUNICIPAL,1,1703842,2024
25063975000190,CÂMARA MUNICIPAL,0,1703842,2024
12775985000106,FUNDO MUNICIPAL DE SAÚDE,0,1703842,2024
14717079000180,FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL,0,1703842,2024
31255981000141,SECRETARIA MUNICIPAL DE EDUCAÇÃO,0,1703842,2024
00650999000114,CÂMARA MUNICIPAL,0,1703867,2024
12308833000101,FUNDO MUNICIPAL DE SAÚDE,0,1703867,2024
37344397000149,PREFEITURA MUNICIPAL,1,1703867,2024
14396665000170,FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL,0,1703867,2024
19599420000164,FUNDO MUNICIPAL DE EDUCACAO,0,1703867,2024
25063868000161,PREFEITURA MUNICIPAL,1,1703883,2024
25064387000170,CÂMARA MUNICIPAL,0,1703883,2024
13397778000128,FUNDO MUNICIPAL DE SAÚDE,0,1703883,2024
27315835000197,FUNDO MUNICIPAL DE EDUCACAO,0,1703883,2024
15388292000159,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,0,1703883,2024
30234519000103,FUNDO MUNICIPAL DE INFRA ESTRUTURA TRASPORTES E SERVIÇOS PÚBLICOS FMITSP,0,1703883,2024
34189534000120,"FUNDO MUNICIPAL DE CULTURA, ESPORTES, JUVENTUDE E LAZER",0,1703883,2024
31246811000109,FUNDO MUNICIPAL DA INFANCIA E ADOLESCENTE ,0,1703883,2024
04502733000185,CÂMARA MUNICIPAL,0,1703891,2024
25064023000190,PREFEITURA MUNICIPAL,1,1703891,2024
25064023000271,FUNDO MUNICIPAL DE SAÚDE,0,1703891,2024
17916353000139,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,0,1703891,2024
22562739000120,FUNDO MUNICIPAL DE MEIO AMBIENTE,0,1703891,2024
31107239000199,FUNDO MUNICIPAL DE EDUCAÇÃO,0,1703891,2024
11374226000179,FUNDO MUNICIPAL DE SAÚDE,0,1703909,2024
24851487000184,PREFEITURA MUNICIPAL,1,1703909,2024
74062332000137,CÂMARA MUNICIPAL,0,1703909,2024
11958377000174,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,0,1703909,2024
21568212000140,FUNDO MUNICIPAL DE MEIO AMBIENTE E RECURSOS HIDRICOS,0,1703909,2024
12013024000164,FUNDO MUNICIPAL DE EDUCACAO,0,1703909,2024
05480474000100,CÂMARA MUNICIPAL,0,1704105,2024
12013802000115,FUNDO MUNICIPAL DE SAÚDE,0,1704105,2024
37420676000144,PREFEITURA MUNICIPAL,1,1704105,2024
13554247000100,FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL,0,1704105,2024
30840061000128,FUNDO MUNICIPAL DE EDUCACAO FME,0,1704105,2024
41240407000173,FUNDO MUNICIPAL DOS DIRETOS DA CRIANCA E DO ADOLESCENTE,0,1704105,2024
54125336000100,FUNDO MUNICIPAL DE CULTURA,0,1704105,2024
01625984000169,PREFEITURA MUNICIPAL,1,1704600,2024
07185925000101,CÂMARA MUNICIPAL,0,1704600,2024
12440801000157,FUNDO MUNICIPAL DE SAÚDE,0,1704600,2024
13512763000163,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,0,1704600,2024
31890128000100,FUNDO MUNICIPAL DE MEIO AMBIENTE,0,1704600,2024
06078673000140,SECRETARIA MUNICIPAL DE EDUCAÇÃO CULTURA E DESPORTO,0,1704600,2024
01613086000190,PREFEITURA MUNICIPAL,1,1705102,2024
02971019000100,CÂMARA MUNICIPAL,0,1705102,2024
11289197000147,FUNDO MUNICIPAL DE SAÚDE,0,1705102,2024
14825315000182,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,0,1705102,2024
31048574000163,FUNDO MUNICIPAL DE EDUCAÇÃO,0,1705102,2024
48895145000124,FUNDO MUNICIPAL DO IDOSO DE CHAPADA DA NATIVIDADE,0,1705102,2024
49605325000197,FUNDO MUNICIPAL DOS DIREITOS DA CRIANCA E DO ADOLESCENTE,0,1705102,2024
01795483000120,PREFEITURA MUNICIPAL,1,1705508,2024
03567122000152,FUNDAÇÃO MUNICIPAL DE DESENVOLVIMENTO DE COLINAS DO TOCANTINS - FECOLINAS,0,1705508,2024
04595186000120,CÂMARA MUNICIPAL,0,1705508,2024
11359904000124,FUNDO MUNICIPAL DE SAÚDE,0,1705508,2024
25065574000179,INSTITUTO DE PREVIDÊNCIA E ASSISTÊNCIA DOS SERVIDORES,0,1705508,2024
12366625000150,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,0,1705508,2024
13244984000106,FUNDO MUNICIPAL DE EDUCAÇÃO,0,1705508,2024
22130727000126,FUNDACAO CULTURAL MUNICIPAL DE COLINAS DO TOCANTINS,0,1705508,2024
29990012000192,FUNDO MUNICIPAL DE DESENVOLVIMENTO DA CRIANÇA E DO ADOLESCENTE,0,1705508,2024
04275471000163,CÂMARA MUNICIPAL,0,1705557,2024
11302797000106,FUNDO MUNICIPAL DE SAÚDE,0,1705557,2024
33255043000177,PREFEITURA MUNICIPAL,1,1705557,2024
14735561000143,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,0,1705557,2024
31041530000101,FUNDO MUNICIPAL DA EDUCACAO,0,1705557,2024
28131047000103,CONSORCIO PUBLICO INTERMUNICIPAL DE SAUDE DO SUDESTE DO ESTADO DO TOCANTINS,0,1705557,2024
01067149000150,PREFEITURA MUNICIPAL,1,1705607,2024
11419212000124,FUNDO MUNICIPAL DE SAÚDE,0,1705607,2024
33261298000142,CÂMARA MUNICIPAL,0,1705607,2024
14888222000105,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE CONCEICAO DO TOCANTINS,0,1705607,2024
30767108000175,FUNDO MUNICIPAL DA EDUCAÇÃO,0,1705607,2024
52266633000140,FUNDO MUNICIPAL  DOS DIREITOS DA CRIANCA E DO ADOLESCENTE,0,1705607,2024
02133098000180,PREFEITURA MUNICIPAL,1,1706001,2024
11252797000130,FUNDO MUNICIPAL DE SAÚDE,0,1706001,2024
26958082000175,CÂMARA MUNICIPAL,0,1706001,2024
21004887000166,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,0,1706001,2024
31839045000188,REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL,0,1706001,2024
30905021000117,FUNDO MUNICIPAL DE EDUCACAO,0,1706001,2024
01067156000152,PREFEITURA MUNICIPAL,1,1706100,2024
26751941000150,CÂMARA MUNICIPAL,0,1706100,2024
11277989000100,FUNDO MUNICIPAL DE SAÚDE,0,1706100,2024
17931830000135,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,0,1706100,2024
18138175000125,FUNDO MUNICIPAL DE EDUCACAO DE CRISTALANDIA,0,1706100,2024
50013504000114,FUNDO MUNICIPAL DO IDOSO,0,1706100,2024
50464554000118,FUNDO MUNICIPAL DOS DIREITOS DA CRIANCA E DO ADOLESCENTE,0,1706100,2024
01612821000141,PREFEITURA MUNICIPAL,1,1706258,2024
01693311000146,CÂMARA MUNICIPAL,0,1706258,2024
12463676000109,FUNDO MUNICIPAL DE SAÚDE,0,1706258,2024
13288353000180,FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL,0,1706258,2024
31411347000150,FUNDO MUNICIPAL DE EDUCAÇÃO,0,1706258,2024
04328831000148,CÂMARA MUNICIPAL,0,1706506,2024
12811609000120,FUNDO MUNICIPAL DE SAÚDE,0,1706506,2024
25064072000123,PREFEITURA MUNICIPAL,1,1706506,2024
17380002000156,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,0,1706506,2024
06073991000119,SECRETARIA MUNICIPAL DE EDUCAÇÃO E CULTURA,0,1706506,2024
01138957000161,PREFEITURA MUNICIPAL,1,1707009,2024
02535379000160,CÂMARA MUNICIPAL,0,1707009,2024
10559316000171,FUNDO MUNICIPAL DE PREVIDÊNCIA SOCIAL DOS SERVIDORES,0,1707009,2024
11301094000155,FUNDO MUNICIPAL DE SAÚDE,0,1707009,2024
14213397000104,FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL,0,1707009,2024
15171474000173,FUNDO MUNICIPAL DE EDUCAÇÃO,0,1707009,2024
48478470000191,FUNDO MUNICIAL DOS DIREITOS DO IDOSO,0,1707009,2024
48804004000159,FUNDO MUNICIPAL DOS DIREITOS DA CRIANCA E DO ADOLESCENTE,0,1707009,2024
11439826000178,FUNDO MUNICIPAL DE SAÚDE,0,1707108,2024
12942321000194,FUNDO MUNICIPAL DA ASSISTÊNCIA SOCIAL,0,1707108,2024
24851461000136,PREFEITURA MUNICIPAL,1,1707108,2024
26753822000137,CÂMARA MUNICIPAL,0,1707108,2024
30705839000196,FUNDO MUNICIPAL DE EDUCAÇÃO,0,1707108,2024
02070563000181,PREFEITURA MUNICIPAL,1,1707207,2024
04889989000197,CÂMARA MUNICIPAL,0,1707207,2024
11390781000194,FUNDO MUNICIPAL DE SAÚDE,0,1707207,2024
12323327000183,FUNDO MUNICIPAL DE PREVIDÊNCIA SOCIAL DOS SERVIDORES,0,1707207,2024
13066096000132,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,0,1707207,2024
06092743000115,FUNDO MUNICIPAL DE EDUCACAO DE DOIS IRMAOS DO TOCANTINS,0,1707207,2024
01351667000100,PREFEITURA MUNICIPAL,1,1707306,2024
01447671000168,CÂMARA MUNICIPAL,0,1707306,2024
13973552000128,FUNDO MUNICIPAL DE SAÚDE,0,1707306,2024
15065603000149,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,0,1707306,2024
29483380000144,FUNDO MUNICIPAL DE MANUTENÇÃO E DESENVOLVIMENTO DO ENSINO FUNDAMENTAL E DE VALORIZAÇÃO DO MAGISTÉRIO,0,1707306,2024
11440035000168,FUNDO MUNICIPAL DE SAÚDE,0,1707405,2024
25064080000170,PREFEITURA MUNICIPAL,1,1707405,2024
25064106000180,CÂMARA MUNICIPAL,0,1707405,2024
18382975000197,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,0,1707405,2024
19530447000109,FUNDO MUNICIPAL DE EDUCACAO,0,1707405,2024
00114801000188,PREFEITURA MUNICIPAL,1,1707553,2024
13138386000144,FUNDO MUNICIPAL DE SAÚDE,0,1707553,2024
26752055000141,CÂMARA MUNICIPAL,0,1707553,2024
14764122000169,FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL,0,1707553,2024
27471534000152,FUNDO MUNICIPAL DE PREVIDENCIA SOCIAL DOS SERVIDORES FUMPREF,0,1707553,2024
30550527000150,SECRETARIA MUNICIPAL DE EDUCACAO,0,1707553,2024
00003848000174,PREFEITURA MUNICIPAL,1,1707652,2024
02152996000186,CÂMARA MUNICIPAL,0,1707652,2024
12028766000163,FUNDO MUNICIPAL DE SAÚDE,0,1707652,2024
13650587000126,FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL,0,1707652,2024
27585142000114,FUNDO MUNICIPAL DE PREVIDENCIA SOCIAL DOS SERVIDORES,0,1707652,2024
30996747000102,SECRETARIA MUNICIPAL DE EDUCACAO,0,1707652,2024
00766709000100,PREFEITURA MUNICIPAL,1,1707702,2024
03457407000130,CÂMARA MUNICIPAL,0,1707702,2024
11249252000175,FUNDO MUNICIPAL DE SAÚDE,0,1707702,2024
17197359000101,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,0,1707702,2024
06071867000114,SECRETARIA MUNICIPAL DE EDUCACAO ESPORTE E LAZER,0,1707702,2024
01376689000116,INSTITUTO DE PREVIDENCIA E ASSISTENCIA DOS SERVIDORES MUNICIPAIS,0,1708205,2024
01447820000199,CÂMARA MUNICIPAL,0,1708205,2024
02075216000141,PREFEITURA MUNICIPAL,1,1708205,2024
08777114000154,FUNDAÇÃO CULTURAL ESPORTIVA EDUCACIONAL E AMBIENTAL,0,1708205,2024
11429603000120,FUNDO MUNICIPAL DE SAÚDE,0,1708205,2024
13306614000148,FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL,0,1708205,2024
30434612000153,FUNDO MUNICIPAL DE EDUCAÇÃO - FME,0,1708205,2024
11254854000110,FUNDO MUNICIPAL DE SAÚDE,0,1708254,2024
